Code,Name,Country,Exchange,Currency,Type,Isin
LOTMY,Lottomatica Group SpA,USA,NYSE,USD,Common Stock,US54569M1018
LOUP,Innovator Loup Frontier Tech,USA,NYSE ARCA,USD,ETF,US45782C8626
LOW,Lowe's Companies Inc,USA,NYSE,USD,Common Stock,US5486611073
LOWV,AB US Low Volatility Equity ETF,USA,NYSE ARCA,USD,ETF,US00039J3014
LPA,Logistic Properties of the Americas,USA,NYSE MKT,USD,Common Stock,KYG9152V1014
LPG,Dorian LPG Ltd,USA,NYSE,USD,Common Stock,MHY2106R1100
LPL,LG Display Co Ltd,USA,NYSE,USD,Common Stock,US50186V1026
LPRE,Exchange Listed Funds Trust,USA,NYSE ARCA,USD,Common Stock,
LPX,Louisiana-Pacific Corporation,USA,NYSE,USD,Common Stock,US5463471053
LQAI,Exchange Listed Funds Trust,USA,NYSE ARCA,USD,ETF,US30151E5666
LQD,iShares iBoxx $ Investment Grade Corporate Bond ETF,USA,NYSE ARCA,USD,ETF,US4642872422
LQDB,iShares BBB Rated Corporate Bond ETF,USA,NYSE ARCA,USD,ETF,US46436E4944
LQDH,iShares Interest Rate Hedged Corporate Bond ETF,USA,NYSE ARCA,USD,ETF,US46431W7056
LQIG,SPDR MarketAxess Investment Grade 400 Corporate Bond ETF,USA,NYSE ARCA,USD,ETF,US78468R4992
LQPE,PEO AlphaQuest Thematic PE ETF,USA,NYSE ARCA,USD,ETF,US45259A5149
LQTI,First Trust Exchange-Traded Fund IV,USA,NYSE ARCA,USD,Common Stock,
LRGC,"AB Active ETFs, Inc.",USA,NYSE ARCA,USD,ETF,US00039J7072
LRGF,iShares U.S. Equity Factor ETF,USA,NYSE ARCA,USD,ETF,US46434V2824
LRGG,Macquarie ETF Trust,USA,NYSE ARCA,USD,ETF,
LRN,Stride Inc,USA,NYSE,USD,Common Stock,US86333M1080
LRNZ,Elevation Series Trust,USA,NYSE ARCA,USD,ETF,US53656F8216
LSAF,LeaderSharesTM AlphaFactor® US Core Equity ETF,USA,NYSE ARCA,USD,ETF,US90214Q7741
LSAT,Two Roads Shared Trust - LeaderShares AlphaFactor Tactical Focused ETF,USA,NYSE ARCA,USD,ETF,US90214Q6917
LSBCF,"LakeShore Biopharma Co., Ltd",USA,NYSE,USD,Common Stock,KYG9845F2080
LSEQ,Harbor ETF Trust,USA,NYSE ARCA,USD,ETF,US41151J8282
LSF,Laird Superfood Inc,USA,NYSE MKT,USD,Common Stock,US50736T1025
LSGR,Natixis ETF Trust II,USA,NYSE ARCA,USD,ETF,US63875W4069
LSPD,Lightspeed Commerce Inc,USA,NYSE,USD,Common Stock,CA53229C1077
LST,Managed Portfolio Series,USA,NYSE ARCA,USD,ETF,
LSVD,The Advisorsâ Inner Circle Fund,USA,NYSE ARCA,USD,ETF,
LTC,LTC Properties Inc,USA,NYSE,USD,Common Stock,US5021751020
LTH,Life Time Group Holdings Inc,USA,NYSE,USD,Common Stock,US53190C1027
LTL,ProShares Ultra Telecommunications,USA,NYSE ARCA,USD,ETF,US74347R2638
LTM,LATAM Airlines Group S.A.,USA,NYSE,USD,Common Stock,US51817R2058
LTPZ,PIMCO 15+ Year U.S. TIPS Index Exchange-Traded Fund,USA,NYSE ARCA,USD,ETF,US72201R3049
LTTI,First Trust Exchange-Traded Fund IV,USA,NYSE ARCA,USD,Common Stock,
LU,Lufax Holding Ltd,USA,NYSE,USD,Common Stock,US54975P2011
LUCK,Lucky Strike Entertainment Corporation,USA,NYSE,USD,Common Stock,US10258P1021
LUD,Luda Technology Group Limited,USA,NYSE MKT,USD,Common Stock,KYG570191042
LUMN,Lumen Technologies Inc,USA,NYSE,USD,Common Stock,US5502411037
LUV,Southwest Airlines Company,USA,NYSE,USD,Common Stock,US8447411088
LUXE,LuxExperience B.V.,USA,NYSE,USD,Common Stock,US55406W1036
LVLN,SPDR Series Trust,USA,NYSE ARCA,USD,Common Stock,
LVS,Las Vegas Sands Corp,USA,NYSE,USD,Common Stock,US5178341070
LVWR,LiveWire Group Inc.,USA,NYSE,USD,Common Stock,US53838J1051
LVWR-WT,LVWR-WT,USA,NYSE,USD,Common Stock,
LW,Lamb Weston Holdings Inc,USA,NYSE,USD,Common Stock,US5132721045
LXFR,Luxfer Holdings PLC,USA,NYSE,USD,Common Stock,GB00BNK03D49
LXP,LXP Industrial Trust,USA,NYSE,USD,Common Stock,US5290434084
LXP-P-C,Lexington Realty Trust Preferred Conv. Series C,USA,NYSE,USD,Preferred Stock,
LXP-PC,Lexington Realty Trust,USA,NYSE,USD,Preferred Stock,US5290433094
LXU,Lsb Industries Inc,USA,NYSE,USD,Common Stock,US5021601043
LYB,LyondellBasell Industries NV,USA,NYSE,USD,Common Stock,NL0009434992
LYG,Lloyds Banking Group PLC ADR,USA,NYSE,USD,Common Stock,US5394391099
LYV,Live Nation Entertainment Inc,USA,NYSE,USD,Common Stock,US5380341090
LZB,La-Z-Boy Incorporated,USA,NYSE,USD,Common Stock,US5053361078
LZM,Lifezone Metals Limited,USA,NYSE,USD,Common Stock,IM00BLCY1J27
LZM-WT,Lifezone Metals Limited WT,USA,NYSE,USD,Common Stock,
M,Macy’s Inc,USA,NYSE,USD,Common Stock,US55616P1049
MA,Mastercard Inc,USA,NYSE,USD,Common Stock,US57636Q1040
MAA,Mid-America Apartment Communities Inc,USA,NYSE,USD,Common Stock,US59522J1034
MAA-P-I,Mid-America Apartment Communities Inc. 8.50% Series I Cumulative Redeemable Preferred Stock,USA,NYSE,USD,Preferred Stock,
MAA-PI,Mid-America Apartment Communities Inc,USA,NYSE,USD,Preferred Stock,US59522J8898
MAAY,GraniteShares YieldBOOST MARA ETF,USA,NYSE,USD,ETF,
MAC,Macerich Company,USA,NYSE,USD,Common Stock,US5543821012
MADE,iShares Trust,USA,NYSE ARCA,USD,ETF,
MAGG,Madison ETFs Trust,USA,NYSE ARCA,USD,ETF,US5574413002
MAGN,Magnera Corp placeholder,USA,NYSE,USD,Common Stock,US55939A1079
MAIA,MAIA Biotechnology Inc.,USA,NYSE MKT,USD,Common Stock,US5526411021
MAIN,Main Street Capital Corporation,USA,NYSE,USD,Common Stock,US56035L1044
MAKX,ProShares S&P Kensho Smart Factories ETF,USA,NYSE ARCA,USD,ETF,US74347G4819
MAN,ManpowerGroup Inc,USA,NYSE,USD,Common Stock,US56418H1005
MANI,Man ETF Series Trust,USA,NYSE ARCA,USD,ETF,
MANU,Manchester United Ltd,USA,NYSE,USD,Common Stock,KYG5784H1065
MAPP,Harbor ETF Trust,USA,NYSE ARCA,USD,ETF,US41151J8365
MARB,First Trust Vivaldi Merger Arbitrage ETF,USA,NYSE ARCA,USD,ETF,US33740J2033
MARO,YieldMax MARA Option Income Strategy ETF,USA,NYSE ARCA,USD,ETF,
MART,Allianzim U.S. Large Cap Buffer10 Mar ETF,USA,NYSE ARCA,USD,ETF,US00888H8108
MARU,AllianzIM U.S. Equity Buffer15 Uncapped Mar ETF,USA,NYSE,USD,ETF,
MARW,Allianzim U.S. Large Cap Buffer20 Mar ETF,USA,NYSE ARCA,USD,ETF,US00888H7787
MAS,Masco Corporation,USA,NYSE,USD,Common Stock,US5745991068
MATV,Mativ Holdings Inc.,USA,NYSE,USD,Common Stock,US8085411069
MATX,Matson Inc,USA,NYSE,USD,Common Stock,US57686G1058
MAVF,EA Series Trust,USA,NYSE ARCA,USD,Common Stock,
MAX,MediaAlpha Inc.,USA,NYSE,USD,Common Stock,US58450V1044
MAYM,First Trust Exchange-Traded Fund VIII FT Vest U.S. Equity Max Buffer ETF - May,USA,NYSE,USD,ETF,
MAYT,AIM ETF Products Trust,USA,NYSE ARCA,USD,ETF,US00888H7605
MAYW,AIM ETF Products Trust,USA,NYSE ARCA,USD,ETF,US00888H7522
MBC,MasterBrand Inc.,USA,NYSE,USD,Common Stock,US57638P1049
MBI,MBIA Inc,USA,NYSE,USD,Common Stock,US55262C1009
MBOX,Freedom Day Dividend ETF,USA,NYSE ARCA,USD,ETF,US02072L8476
MBSD,FlexShares Disciplined Duration MBS Index Fund,USA,NYSE ARCA,USD,ETF,US33939L7799
MBSF,Valued Advisers Trust,USA,NYSE ARCA,USD,ETF,
MBSX,Advisor Managed Portfolios,USA,NYSE ARCA,USD,Common Stock,US00777X5207
MC,Moelis & Co,USA,NYSE,USD,Common Stock,US60786M1053
MCB,Metropolitan Bank Holding,USA,NYSE,USD,Common Stock,US5917741044
MCD,McDonald’s Corporation,USA,NYSE,USD,Common Stock,US5801351017
MCH,Matthews China Active ETF,USA,NYSE ARCA,USD,ETF,US5771258341
MCI,Barings Corporate Investors,USA,NYSE,USD,Common Stock,US06759X1072
MCK,McKesson Corporation,USA,NYSE,USD,Common Stock,US58155Q1031
MCN,Madison Covered Call and Equity Strategy Closed Fund,USA,NYSE,USD,FUND,US5574371002
MCO,Moodys Corporation,USA,NYSE,USD,Common Stock,US6153691059
MCOW,Pacer S&P MidCap 400 Quality FCF Aristocrats ETF,USA,NYSE,USD,ETF,
MCR,MFS Charter Income Trust,USA,NYSE,USD,Common Stock,US5527271093
MCRP,Micropolis Holding Company,USA,NYSE MKT,USD,Common Stock,KYG6083M1015
MCS,Marcus Corporation,USA,NYSE,USD,Common Stock,US5663301068
MCY,Mercury General Corporation,USA,NYSE,USD,Common Stock,US5894001008
MD,Mednax Inc,USA,NYSE,USD,Common Stock,US58502B1061
MDAA,Series Portfolios Trust,USA,NYSE,USD,ETF,
MDBX,Tradr 2X Long MDB Daily ETF,USA,NYSE,USD,ETF,
MDST,Ultimus Managers Trust,USA,NYSE,USD,ETF,
MDT,Medtronic PLC,USA,NYSE,USD,Common Stock,IE00BTN1Y115
MDU,MDU Resources Group Inc,USA,NYSE,USD,Common Stock,US5526901096
MDV,Modiv Inc,USA,NYSE,USD,Common Stock,US60784B1017
MDV-P-A,MDV-P-A,USA,NYSE,USD,Preferred Stock,US60784B2007
MDV-PA,Modiv Inc,USA,NYSE,USD,Preferred Stock,US60784B2007
MDY,SPDR® S&P MIDCAP 400 ETF Trust,USA,NYSE ARCA,USD,ETF,US78467Y1073
MDYG,SPDR® S&P 400 Mid Cap Growth ETF,USA,NYSE ARCA,USD,ETF,US78464A8210
MDYV,SPDR® S&P 400 Mid Cap Value ETF,USA,NYSE ARCA,USD,ETF,US78464A8392
MEC,Mayville Engineering Co Inc,USA,NYSE,USD,Common Stock,US5786051079
MED,MEDIFAST INC,USA,NYSE,USD,Common Stock,US58470H1014
MEDI,Harbor Health Care ETF,USA,NYSE ARCA,USD,ETF,US41151J8696
MEG,Montrose Environmental Grp,USA,NYSE,USD,Common Stock,US6151111019
MEGI,MainStay CBRE Global Infrastructure Megatrends Fund,USA,NYSE,USD,Common Stock,US56064Q1076
MEI,Methode Electronics Inc,USA,NYSE,USD,Common Stock,US5915202007
MEM,MAYBANK EMERGING ETF,USA,NYSE ARCA,USD,ETF,US5771258184
MEME,Roundhill ETF Trust,USA,NYSE,USD,ETF,
MEMX,Matthews Emerging Markets Ex China Active ETF,USA,NYSE ARCA,USD,ETF,US5771257921
MER-P-K,Merrill Lynch & Company. Inc. 6.45% Trust Preferred Securities,USA,NYSE,USD,Preferred Stock,
MER-PK,Merrill Lynch Capital Trust I GTD CAP 6.45%,USA,NYSE,USD,Preferred Stock,US0605052291
MET,MetLife Inc,USA,NYSE,USD,Common Stock,US59156R1086
MET-PA,MetLife Inc Preferred Stock Series A,USA,NYSE,USD,Preferred Stock,US59156R8768
MET-PE,MetLife Inc. Depositary shares Series E,USA,NYSE,USD,Preferred Stock,ZAE000067237
MET-PF,MetLife Inc Preferred Stock Series F,USA,NYSE,USD,Preferred Stock,US59156R8768
METV,Roundhill Ball Metaverse ETF,USA,NYSE ARCA,USD,ETF,US53656F4173
MEXX,Direxion Daily MSCI Mexico Bull 3X Shares Direxion Daily MSCI Mexico Bull 3,USA,NYSE ARCA,USD,ETF,US25460E2818
MFA,MFA Financial Inc,USA,NYSE,USD,Common Stock,US55272X6076
MFA-P-B,MFA Financial Inc. Preferred Series B,USA,NYSE,USD,Preferred Stock,US55272X4097
MFA-P-C,MFA-P-C,USA,NYSE,USD,Preferred Stock,US55272X5086
MFA-PB,MFA Financial Inc,USA,NYSE,USD,Preferred Stock,US55272X5086
MFA-PC,MFA Financial Inc,USA,NYSE,USD,Preferred Stock,US55272X5086
MFAN,"MFA Financial, Inc. 8.875%",USA,NYSE,USD,Common Stock,US55272X7066
MFAO,"MFA Financial, Inc. 9.000%",USA,NYSE,USD,Common Stock,US55272X8056
MFC,Manulife Financial Corp,USA,NYSE,USD,Common Stock,CA56501R1064
MFDX,PIMCO RAFI Dynamic Multi-Factor International Equity,USA,NYSE ARCA,USD,ETF,US72202L3713
MFEM,PIMCO RAFI Dynamic Multi-Factor Emerging Markets Equity,USA,NYSE ARCA,USD,ETF,US72202L3895
MFG,Mizuho Financial Group Inc.,USA,NYSE,USD,Common Stock,US60687Y1091
MFM,MFS Municipal Income Trust,USA,NYSE,USD,Common Stock,US5527381066
MFSB,MFS Active Core Plus Bond ETF,USA,NYSE,USD,ETF,
MFSG,MFS Active Growth ETF,USA,NYSE,USD,ETF,
MFSI,MFS Active International ETF,USA,NYSE,USD,ETF,
MFSM,MFS Active Intermediate Muni Bond ETF,USA,NYSE,USD,ETF,
MFSV,MFS Active Value ETF,USA,NYSE,USD,ETF,
MFUS,PIMCO RAFI Dynamic Multi-Factor U.S. Equity ,USA,NYSE ARCA,USD,ETF,US72202L3630
MG,Mistras Group Inc,USA,NYSE,USD,Common Stock,US60649T1079
MGA,Magna International Inc,USA,NYSE,USD,Common Stock,CA5592224011
MGC,Vanguard Mega Cap Index Fund ETF Shares,USA,NYSE ARCA,USD,ETF,US9219108738
MGF,MFS Government Markets Income Closed Fund,USA,NYSE,USD,FUND,US5529391006
MGK,Vanguard Mega Cap Growth Index Fund ETF Shares,USA,NYSE ARCA,USD,ETF,US9219108167
MGLD,Marygold Companies Inc,USA,NYSE MKT,USD,Common Stock,US57403M1045
MGM,MGM Resorts International,USA,NYSE,USD,Common Stock,US5529531015
MGMT,Ballast Small/Mid Cap ETF,USA,NYSE ARCA,USD,ETF,US90470L5509
MGNR,American Beacon Select Funds,USA,NYSE ARCA,USD,ETF,
MGOV,First Trust Exchange-Traded Fund IV,USA,NYSE ARCA,USD,ETF,US33738D8386
MGR,Affiliated Managers Group Inc,USA,NYSE,USD,Common Stock,US0082528508
MGRB,"Affiliated Managers Group, Inc.",USA,NYSE,USD,Common Stock,US0082528433
MGRD,"Affiliated Managers Group, Inc.",USA,NYSE,USD,Common Stock,US0082521081
MGRE,"Affiliated Managers Group, Inc.",USA,NYSE,USD,Common Stock,US0082521081
MGV,Vanguard Mega Cap Value Index Fund ETF Shares,USA,NYSE ARCA,USD,ETF,US9219108407
MGY,Magnolia Oil & Gas Corp,USA,NYSE,USD,Common Stock,US5596631094
MH,"McGraw Hill, Inc.",USA,NYSE,USD,Common Stock,US5809071039
MHD,BlackRock MuniHoldings Closed Fund,USA,NYSE,USD,FUND,US09253N1046
MHF,Western Asset Municipal High Income Closed Fund,USA,NYSE,USD,FUND,US95766N1037
MHH,Mastech Holdings Inc,USA,NYSE MKT,USD,Common Stock,US57633B1008
MHK,Mohawk Industries Inc,USA,NYSE,USD,Common Stock,US6081901042
MHLA,Maiden Holdings Ltd,USA,NYSE,USD,Common Stock,US5602923022
MHN,BlackRock MuniHoldings NY Quality Closed Fund,USA,NYSE,USD,FUND,US09255C1062
MHNC,Maiden Holdings North America Ltd ELKS,USA,NYSE,USD,Common Stock,US56029Q4082
MHO,M/I Homes Inc,USA,NYSE,USD,Common Stock,US55305B1017
MHY,Man ETF Series Trust,USA,NYSE ARCA,USD,ETF,
MI,NFT Limited,USA,NYSE MKT,USD,Common Stock,KYG6363T1159
MIAX,"Miami International Holdings, Inc.",USA,NYSE,USD,Common Stock,US59356Q1085
MICC,The Magnum Ice Cream Company N.V.,USA,NYSE,USD,Common Stock,
MID,American Century Mid Cap Growth Impact ETF,USA,NYSE ARCA,USD,ETF,US0250727601
MIDE,DBX ETF Trust - Xtrackers S&P MidCap 400 ESG ETF,USA,NYSE ARCA,USD,ETF,US2330511278
MIDU,Direxion Daily Mid Cap Bull 3X Shares,USA,NYSE ARCA,USD,ETF,US25459W7305
MILK,Pacer US Cash Cows Bond ETF,USA,NYSE,USD,ETF,
MIN,MFS Intermediate Income Trust,USA,NYSE,USD,Common Stock,US55273C1071
MINO,PIMCO ETF Trust - PIMCO Municipal Income Opportunities Active Exchange-Traded Fund,USA,NYSE ARCA,USD,ETF,US72201R6356
MINT,PIMCO Enhanced Short Maturity Active Exchange-Traded Fund,USA,NYSE ARCA,USD,ETF,US72201R8337
MINV,Matthews Asia Innovators Active ETF,USA,NYSE ARCA,USD,ETF,US5771258267
MIR,Mirion Technologies Inc,USA,NYSE,USD,Common Stock,US60471A1016
MISL,First Trust Indxx Aerospace & Defense ETF,USA,NYSE ARCA,USD,ETF,US33733E8315
MITN,AG Mortgage Investment Trust Inc,USA,NYSE,USD,Common Stock,US0012285013
MITP,"AG Mortgage Investment Trust, Inc",USA,NYSE,USD,Common Stock,US0012285013
MITQ,Moving iMage Technologies Inc,USA,NYSE MKT,USD,Common Stock,US62464R1095
MITT,AG Mortgage Investment Trust Inc,USA,NYSE,USD,Common Stock,US0012285013
MITT-P-A,AG Mortgage Investment Trust Inc. 8.25% Preferred Series A,USA,NYSE,USD,Preferred Stock,US0012283034
MITT-P-B,AG Mortgage Investment Trust Inc. Preferred Series B,USA,NYSE,USD,Preferred Stock,US0012283034
MITT-P-C,MITT-P-C,USA,NYSE,USD,Preferred Stock,US0012283034
MITT-PA,AG Mortgage Investment Trust Inc,USA,NYSE,USD,Preferred Stock,US0012282044
MITT-PB,AG Mortgage Investment Trust Inc,USA,NYSE,USD,Preferred Stock,US0012283034
MITT-PC,AG Mortgage Investment Trust Inc,USA,NYSE,USD,Preferred Stock,US0012283034
MIY,BlackRock MuniYield MI Quality Closed Fund,USA,NYSE,USD,FUND,US09254V1052
MJ,"Amplify Alternative Harvest ETF
",USA,NYSE ARCA,USD,ETF,US0321086318
MJSC,The RBB Fund Trust,USA,NYSE,USD,ETF,
MKC,McCormick & Company Incorporated,USA,NYSE,USD,Common Stock,US5797802064
MKC-V,McCormick & Company Incorporated,USA,NYSE,USD,Common Stock,US5797801074
MKCV,"McCormick & Company, Incorporated",USA,NYSE,USD,Common Stock,US5797801074
MKL,Markel Corporation,USA,NYSE,USD,Common Stock,US5705351048
MKOR,Matthews International Funds,USA,NYSE ARCA,USD,ETF,US5771257848
MKTN,Federated Hermes ETF Trust,USA,NYSE ARCA,USD,ETF,
MLDR,Global X Funds,USA,NYSE ARCA,USD,Common Stock,US37960A3968
MLI,Mueller Industries Inc,USA,NYSE,USD,Common Stock,US6247561029
MLM,Martin Marietta Materials Inc,USA,NYSE,USD,Common Stock,US5732841060
MLP,Maui Land & Pineapple Company Inc,USA,NYSE,USD,Common Stock,US5773451019
MLPA,Global X MLP ETF,USA,NYSE ARCA,USD,ETF,US37954Y3430
MLPB,UBS AG London Branch ELKS 6,USA,NYSE ARCA,USD,ETF,US90274D3825
MLPD,Global X Funds,USA,NYSE ARCA,USD,ETF,
MLPR,ETRACS Quarterly Pay 1.5X Leveraged Alerian MLP Index ETN,USA,NYSE ARCA,USD,ETF,US90269A2785
MLPX,Global X MLP & Energy Infrastructure ETF,USA,NYSE ARCA,USD,ETF,US37954Y2937
MLR,Miller Industries Inc,USA,NYSE,USD,Common Stock,US6005512040
MLSS,Milestone Scientific,USA,NYSE MKT,USD,Common Stock,US59935P2092
MMA,Alta Global Group Limited,USA,NYSE MKT,USD,Common Stock,AU0000319329
MMC,Marsh & McLennan Companies Inc,USA,NYSE,USD,Common Stock,US5717481023
MMCA,IndexIQ Active ETF Trust,USA,NYSE ARCA,USD,ETF,US45409F7776
MMD,MainStay DefinedTerm Muncipal Opportunities Fund,USA,NYSE,USD,FUND,US56064K1007
MMI,Marcus & Millichap Inc,USA,NYSE,USD,Common Stock,US5663241090
MMID,MFS Active Exchange Traded Funds Trust,USA,NYSE,USD,ETF,
MMIN,IQ MacKay Municipal Insured ETF,USA,NYSE ARCA,USD,ETF,US45409F8436
MMIT,IQ MacKay Municipal Intermediate ETF,USA,NYSE ARCA,USD,ETF,US45409F8279
MMKT,Texas Capital Funds Trust,USA,NYSE,USD,ETF,
MMLG,First Trust Exchange-Traded Fund VIII - First Trust Multi-Manager Large Growth ETF,USA,NYSE ARCA,USD,ETF,US33740F7895
MMM,3M Company,USA,NYSE,USD,Common Stock,US88579Y1010
MMMA,New York Life Investments Active ETF Trust,USA,NYSE ARCA,USD,ETF,
MMS,Maximus Inc,USA,NYSE,USD,Common Stock,US5779331041
MMSC,First Trust Multi-Manager Small Cap Opportunities ETF,USA,NYSE ARCA,USD,ETF,US33740U7946
MMSD,New York Life Investments Active ETF Trust,USA,NYSE ARCA,USD,ETF,
MMT,MFS Multimarket Income Trust,USA,NYSE,USD,Common Stock,US5527371083
MMTM,SPDR® S&P 1500 Momentum Tilt ETF,USA,NYSE ARCA,USD,ETF,US78468R7052
MMU,Western Asset Managed Municipals Closed Fund,USA,NYSE,USD,FUND,US95766M1053
MNA,IQ Merger Arbitrage ETF,USA,NYSE ARCA,USD,ETF,US45409B8000
MNBD,ALPS Intermediate Municipal Bond ETF,USA,NYSE ARCA,USD,ETF,US00162Q4111
MNFYY,Money Forward Inc,USA,NYSE,USD,Common Stock,JP3869960009
MNR,Mach Natural Resources LP,USA,NYSE,USD,Common Stock,US6097201072
MNRS,Grayscale Funds Trust,USA,NYSE ARCA,USD,Common Stock,
MNSO,Miniso Group Holding Ltd,USA,NYSE,USD,Common Stock,US66981J1025
MNTN,"MNTN, Inc.",USA,NYSE,USD,Common Stock,US55318A1088
MNZL,Manzil Russell Halal USA Broad Market ETF,USA,NYSE,USD,ETF,
MO,Altria Group,USA,NYSE,USD,Common Stock,US02209S1033
MOD,Modine Manufacturing Company,USA,NYSE,USD,Common Stock,US6078281002
MODG,Callaway Golf Company,USA,NYSE,USD,Common Stock,US1311931042
MOG-A,Moog Inc,USA,NYSE,USD,Common Stock,US6153942023
MOG-B,Moog Inc,USA,NYSE,USD,Preferred Stock,US6153943013
MOGU,MOGU Inc,USA,NYSE,USD,Common Stock,US6080123085
MOH,Molina Healthcare Inc,USA,NYSE,USD,Common Stock,US60855R1005
MOO,VanEck Agribusiness ETF,USA,NYSE ARCA,USD,ETF,US92189F7006
MORT,VanEck Mortgage REIT Income ETF,USA,NYSE ARCA,USD,ETF,US92189F4524
MOS,The Mosaic Company,USA,NYSE,USD,Common Stock,US61945C1036
MOTO,SmartETFs Smart Transportation & Technology ETF,USA,NYSE ARCA,USD,ETF,US4020318766
MOV,Movado Group Inc,USA,NYSE,USD,Common Stock,US6245801062
MP,MP Materials Corp,USA,NYSE,USD,Common Stock,US5533681012
MPA,BlackRock MuniYield Pennsylvania Quality Closed Fund,USA,NYSE,USD,FUND,US09255G1076
MPC,Marathon Petroleum Corp,USA,NYSE,USD,Common Stock,US56585A1025
MPL,Defiance Daily Target 2X Long MP ETF,USA,NYSE ARCA,USD,ETF,
MPLX,MPLX LP,USA,NYSE,USD,Common Stock,US55336V1008
MPLY,Strategy Shares Monopoly ETF,USA,NYSE,USD,ETF,
MPTI,"M-tron Industries, Inc.",USA,NYSE MKT,USD,Common Stock,US55380K1097
MPU,Mega Matrix Corp.,USA,NYSE MKT,USD,Common Stock,KYG6005C1087
MPV,Barings Participation Investors (the Trust),USA,NYSE,USD,Common Stock,US06761A1034
MPW,Medical Properties Trust Inc,USA,NYSE,USD,Common Stock,US58463J3041
MPX,Marine Products Corporation,USA,NYSE,USD,Common Stock,US5684271084
MQT,BlackRock MuniYield Quality Fund II,USA,NYSE,USD,FUND,US09254G1085
MQY,BlackRock MuniYield Quality Closed Fund,USA,NYSE,USD,FUND,US09254F1003
MRK,Merck & Company Inc,USA,NYSE,USD,Common Stock,US58933Y1055
MRNY,YieldMax MRNA Option Income Strategy ETF,USA,NYSE ARCA,USD,ETF,US88634T4691
MRP,"Millrose Properties, Inc.",USA,NYSE,USD,Common Stock,US6011371027
MRSK,Northern Lights Fund Trust,USA,NYSE ARCA,USD,ETF,US66538J7202
MRT,Marti Technologies Inc.,USA,NYSE MKT,USD,Common Stock,US5731341039
MS,Morgan Stanley,USA,NYSE,USD,Common Stock,US6174464486
MS-P-A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,USA,NYSE,USD,Preferred Stock,US61747S5047
MS-P-E,Morgan Stanley DEPOSITARY SHARES SERIES E,USA,NYSE,USD,Preferred Stock,US61747S5047
MS-P-F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,USA,NYSE,USD,Preferred Stock,US61747S5047
MS-P-I,Morgan Stanley Depository Shares Series 1,USA,NYSE,USD,Preferred Stock,US61762V8533
MS-P-K,Morgan Stanley Depositary Shares Series K,USA,NYSE,USD,Preferred Stock,US61762V6065
MS-P-L,MS-P-L,USA,NYSE,USD,Preferred Stock,US61747S5047
MS-PA,Morgan Stanley,USA,NYSE,USD,Preferred Stock,US61747S5047
MS-PE,Morgan Stanley,USA,NYSE,USD,Preferred Stock,US61762V2007
MS-PF,Morgan Stanley,USA,NYSE,USD,Preferred Stock,US61763E2072
MS-PI,Morgan Stanley,USA,NYSE,USD,Preferred Stock,US61761J4067
MS-PK,Morgan Stanley,USA,NYSE,USD,Preferred Stock,US61762V6065
MS-PL,Morgan Stanley,USA,NYSE,USD,Preferred Stock,US61762V8046
MS-PO,Morgan Stanley,USA,NYSE,USD,Preferred Stock,US61747S5047
MS-PP,Morgan Stanley,USA,NYSE,USD,Preferred Stock,US61762V8533
MS-PQ,Morgan Stanley,USA,NYSE,USD,Common Stock,US61747S5047
MSA,MSA Safety,USA,NYSE,USD,Common Stock,US5534981064
MSB,Mesabi Trust,USA,NYSE,USD,Common Stock,US5906721015
MSC,Studio City International Holdings Ltd,USA,NYSE,USD,Common Stock,US86389T1060
MSCI,MSCI Inc,USA,NYSE,USD,Common Stock,US55354G1004
MSD,Morgan Stanley Emerging Markets Debt Closed Fund,USA,NYSE,USD,FUND,US61744H1059
MSDL,Morgan Stanley Direct Lending Fund,USA,NYSE,USD,Common Stock,US61774A1034
MSFO,YieldMax MSFT Option Income Strategy ETF,USA,NYSE ARCA,USD,ETF,US88634T4287
MSGE,Madison Square Garden Entertainment Corp,USA,NYSE,USD,Common Stock,US5582561032
MSGS,Madison Square Garden Sports Corp,USA,NYSE,USD,Common Stock,US55825T1034
MSI,Motorola Solutions Inc,USA,NYSE,USD,Common Stock,US6200763075
MSIF,"MSC Income Fund, Inc.",USA,NYSE,USD,Common Stock,
MSLC,Morgan Stanley Pathway Large Cap Equity ETF,USA,NYSE ARCA,USD,ETF,
MSM,MSC Industrial Direct Company Inc,USA,NYSE,USD,Common Stock,US5535301064
MSN,Emerson Radio Corporation,USA,NYSE MKT,USD,Common Stock,US2910872033
MSOS,AdvisorShares Pure US Cannabis ETF,USA,NYSE ARCA,USD,ETF,US00768Y4531
MSOX,AdvisorShares Trust - AdvisorShares MSOS 2x Daily ETF,USA,NYSE ARCA,USD,ETF,US00768Y3137
MSSM,Morgan Stanley Pathway Small-Mid Cap Equity ETF,USA,NYSE ARCA,USD,ETF,
MST,Defiance Leveraged Long Income MSTR ETF,USA,NYSE,USD,ETF,
MSTI,Madison ETFs Trust,USA,NYSE ARCA,USD,ETF,US5574412012
MSTY,YieldMax™ MSTR Option Income Strategy ETF,USA,NYSE ARCA,USD,ETF,
MT,ArcelorMittal SA ADR,USA,NYSE,USD,Common Stock,US03938L2034
